0, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0
13, 0
14, 0
15, 0
16, 2
17, 0
18, 1
19, 0
20, 2
21, 0
22, 3
23, 1
24, 3
25, 1
26, 4
27, 1
28, 4
29, 4
30, 4
31, 3
32, 4
33, 9
34, 5
35, 18
36, 8
37, 13
38, 17
39, 28
40, 22
41, 28
42, 48
43, 36
44, 53
45, 49
46, 60
47, 68
48, 68
49, 70
50, 74
51, 72
52, 83
53, 110
54, 107
55, 77
56, 91
57, 100
58, 110
59, 94
60, 69
61, 94
62, 104
63, 116
64, 98
65, 100
66, 90
67, 88
68, 85
69, 78
70, 93
71, 76
72, 79
73, 93
74, 87
75, 68
76, 91
77, 82
78, 83
79, 78
80, 79
81, 88
82, 78
83, 84
84, 73
85, 81
86, 73
87, 75
88, 73
89, 83
90, 71
91, 86
92, 65
93, 72
94, 81
95, 80
96, 81
97, 106
98, 110
99, 102
100, 72
101, 90
102, 86
103, 126
104, 141
105, 156
106, 155
107, 130
108, 156
109, 202
110, 248
111, 238
112, 328
113, 407
114, 215
115, 324
116, 456
117, 614
118, 691
119, 789
120, 920
121, 515
122, 770
123, 1087
124, 1359
125, 1543
126, 1755
127, 1922
128, 1144
129, 1702
130, 2258
131, 2917
132, 3143
133, 3430
134, 3699
135, 2067
136, 3320
137, 4145
138, 5005
139, 5346
140, 5881
141, 6233
142, 6239
143, 3126
144, 5739
145, 6824
146, 7747
147, 8051
148, 8714
149, 9223
150, 6498
151, 9151
152, 10268
153, 10786
154, 10963
155, 12407
156, 12624
157, 9299
158, 9888
159, 10297
160, 9811
161, 9644
162, 9318
163, 7867
164, 5085
165, 4187
166, 4564
167, 4366
168, 3919
169, 3491
170, 2838
171, 1647
172, 1358
173, 1665
174, 1553
175, 1258
176, 1087
177, 895
178, 457
179, 410
180, 478
181, 476
182, 388
183, 344
184, 238
185, 230
186, 196
187, 210
188, 133
189, 98
190, 72
191, 68
192, 58
193, 51
194, 28
195, 22
196, 22
197, 17
198, 7
199, 9
200, 9
201, 7
202, 10
203, 6
204, 4
205, 2
206, 7
207, 1
208, 0
209, 1
210, 4
211, 1
212, 1
213, 0
214, 2
215, 1
216, 0
217, 1
218, 0
219, 0
220, 0
221, 1
222, 0
223, 0
224, 0
225, 0
226, 0
227, 0
228, 0
229, 0
230, 0
231, 0
232, 0
233, 0
234, 0
235, 0
236, 0
237, 0
238, 0
239, 0
240, 0
241, 0
242, 0
243, 0
244, 0
245, 0
246, 0
247, 0
248, 0
249, 0
250, 0
251, 0
252, 0
253, 0
254, 0
255, 0
