0, 2
1, 0
2, 1
3, 0
4, 2
5, 0
6, 0
7, 3
8, 1
9, 3
10, 0
11, 1
12, 4
13, 1
14, 4
15, 0
16, 4
17, 4
18, 3
19, 4
20, 0
21, 9
22, 5
23, 18
24, 8
25, 0
26, 13
27, 17
28, 28
29, 22
30, 0
31, 28
32, 48
33, 36
34, 53
35, 0
36, 49
37, 60
38, 68
39, 68
40, 0
41, 70
42, 74
43, 72
44, 83
45, 0
46, 110
47, 107
48, 77
49, 91
50, 100
51, 0
52, 110
53, 94
54, 69
55, 94
56, 0
57, 104
58, 116
59, 98
60, 100
61, 0
62, 90
63, 88
64, 85
65, 78
66, 0
67, 93
68, 76
69, 79
70, 93
71, 0
72, 87
73, 68
74, 91
75, 82
76, 0
77, 83
78, 78
79, 79
80, 88
81, 0
82, 78
83, 84
84, 73
85, 81
86, 0
87, 73
88, 75
89, 73
90, 83
91, 0
92, 71
93, 86
94, 65
95, 72
96, 0
97, 81
98, 80
99, 81
100, 106
101, 0
102, 110
103, 102
104, 72
105, 90
106, 86
107, 0
108, 126
109, 141
110, 156
111, 155
112, 0
113, 130
114, 156
115, 202
116, 248
117, 0
118, 238
119, 328
120, 407
121, 215
122, 0
123, 324
124, 456
125, 614
126, 691
127, 0
128, 789
129, 920
130, 515
131, 770
132, 0
133, 1087
134, 1359
135, 1543
136, 1755
137, 0
138, 1922
139, 1144
140, 1702
141, 2258
142, 0
143, 2917
144, 3143
145, 3430
146, 3699
147, 0
148, 2067
149, 3320
150, 4145
151, 5005
152, 0
153, 5346
154, 5881
155, 6233
156, 6239
157, 3126
158, 0
159, 5739
160, 6824
161, 7747
162, 8051
163, 0
164, 8714
165, 9223
166, 6498
167, 9151
168, 0
169, 10268
170, 10786
171, 10963
172, 12407
173, 0
174, 12624
175, 9299
176, 9888
177, 10297
178, 0
179, 9811
180, 9644
181, 9318
182, 7867
183, 0
184, 5085
185, 4187
186, 4564
187, 4366
188, 0
189, 3919
190, 3491
191, 2838
192, 1647
193, 0
194, 1358
195, 1665
196, 1553
197, 1258
198, 0
199, 1087
200, 895
201, 457
202, 410
203, 0
204, 478
205, 476
206, 388
207, 344
208, 238
209, 0
210, 230
211, 196
212, 210
213, 133
214, 0
215, 98
216, 72
217, 68
218, 58
219, 0
220, 51
221, 28
222, 22
223, 22
224, 0
225, 17
226, 7
227, 9
228, 9
229, 0
230, 7
231, 10
232, 6
233, 4
234, 0
235, 2
236, 7
237, 1
238, 0
239, 0
240, 1
241, 4
242, 1
243, 1
244, 0
245, 0
246, 2
247, 1
248, 0
249, 0
250, 1
251, 0
252, 0
253, 0
254, 0
255, 1
